country_code,groupType,group,Year,n_obs,Optimism_better,Optimism_same,Optimism_worse,Optimism_DKNR,Econ_better,Econ_same,Econ_worse,Econ_DKNR,Happiness_better,Happiness_same,Happiness_worse,Happiness_DKNR,OptimismScore,EconScore,HappinessScore,code
Switzerland,Employment,Unemployed,2011,139,30.9352518,52.51798561,11.51079137,5.035971223,10.79136691,43.88489209,41.00719424,4.316546763,78.41726619,16.54676259,5.035971223,0,19.42446043,-30.21582734,73.38129496,CHE
Switzerland,Employment,Unemployed,2013,232,39.22413793,53.87931034,3.448275862,3.448275862,21.55172414,52.15517241,25,1.293103448,71.55172414,25,2.155172414,1.293103448,35.77586207,-3.448275862,69.39655172,CHE
Switzerland,Employment,Working full or part time (include self-employed),2011,368,37.22826087,49.18478261,10.59782609,2.989130435,21.19565217,42.93478261,32.60869565,3.260869565,81.79347826,12.22826087,4.619565217,1.358695652,26.63043478,-11.41304348,77.17391304,CHE
Switzerland,Employment,Working full or part time (include self-employed),2013,419,43.19809069,48.21002387,7.398568019,1.193317422,25.29832936,49.1646778,24.10501193,1.431980907,67.30310263,27.44630072,5.250596659,0,35.79952267,1.193317422,62.05250597,CHE
Thailand,Employment,"Not working (student, housewife)",2013,151,19.20529801,37.08609272,32.45033113,11.25827815,13.90728477,37.08609272,35.09933775,13.90728477,48.34437086,35.09933775,9.271523179,7.284768212,-13.24503311,-21.19205298,39.07284768,THA
Thailand,Employment,"Not working (student, housewife)",2016,134,41.79104478,51.49253731,6.71641791,0,29.85074627,59.70149254,7.462686567,2.985074627,70.14925373,28.35820896,1.492537313,0,35.07462687,22.3880597,68.65671642,THA
Thailand,Employment,NR,2013,7,42.85714286,28.57142857,28.57142857,0,28.57142857,14.28571429,28.57142857,28.57142857,42.85714286,57.14285714,0,0,14.28571429,0,42.85714286,THA
Thailand,Employment,NR,2016,6,0,83.33333333,16.66666667,0,0,66.66666667,33.33333333,0,100,0,0,0,-16.66666667,-33.33333333,100,THA
Thailand,Employment,Retired/Disabled,2013,24,4.166666667,37.5,54.16666667,4.166666667,4.166666667,45.83333333,45.83333333,4.166666667,41.66666667,33.33333333,20.83333333,4.166666667,-50,-41.66666667,20.83333333,THA
Thailand,Employment,Retired/Disabled,2016,33,42.42424242,54.54545455,3.03030303,0,30.3030303,57.57575758,9.090909091,3.03030303,63.63636364,33.33333333,3.03030303,0,39.39393939,21.21212121,60.60606061,THA
Thailand,Employment,Unemployed,2013,12,16.66666667,33.33333333,50,0,25,33.33333333,41.66666667,0,33.33333333,41.66666667,25,0,-33.33333333,-16.66666667,8.333333333,THA
Thailand,Employment,Unemployed,2016,48,25,68.75,6.25,0,16.66666667,60.41666667,22.91666667,0,60.41666667,33.33333333,6.25,0,18.75,-6.25,54.16666667,THA
Thailand,Employment,Working full or part time (include self-employed),2013,406,23.6453202,34.48275862,37.68472906,4.187192118,18.71921182,33.00492611,43.34975369,4.926108374,45.56650246,39.16256158,12.56157635,2.709359606,-14.03940887,-24.63054187,33.00492611,THA
Thailand,Employment,Working full or part time (include self-employed),2016,379,45.38258575,36.93931398,16.62269129,1.055408971,28.75989446,46.43799472,23.4828496,1.319261214,67.2823219,27.176781,5.540897098,0,28.75989446,5.277044855,61.7414248,THA
Tunisia,Employment,"Not working (student, housewife)",2011,156,77.56410256,7.692307692,10.25641026,4.487179487,62.82051282,10.8974359,18.58974359,7.692307692,61.53846154,28.84615385,8.333333333,1.282051282,67.30769231,44.23076923,53.20512821,TUN
Tunisia,Employment,"Not working (student, housewife)",2013,419,45.34606205,7.637231504,43.67541766,3.341288783,34.84486874,11.69451074,49.1646778,4.295942721,22.91169451,23.150358,52.02863962,1.909307876,1.670644391,-14.31980907,-29.11694511,TUN
Tunisia,Employment,NR,2013,17,35.29411765,17.64705882,47.05882353,0,41.17647059,11.76470588,47.05882353,0,23.52941176,17.64705882,52.94117647,5.882352941,-11.76470588,-5.882352941,-29.41176471,TUN
Tunisia,Employment,Retired/Disabled,2011,32,62.5,25,6.25,6.25,53.125,25,18.75,3.125,50,46.875,3.125,0,56.25,34.375,46.875,TUN
Tunisia,Employment,Retired/Disabled,2013,76,42.10526316,18.42105263,34.21052632,5.263157895,28.94736842,21.05263158,42.10526316,7.894736842,22.36842105,23.68421053,52.63157895,1.315789474,7.894736842,-13.15789474,-30.26315789,TUN
Tunisia,Employment,Unemployed,2011,41,78.04878049,12.19512195,9.756097561,0,60.97560976,9.756097561,26.82926829,2.43902439,58.53658537,29.26829268,9.756097561,2.43902439,68.29268293,34.14634146,48.7804878,TUN
Tunisia,Employment,Unemployed,2013,163,39.26380368,10.42944785,44.78527607,5.521472393,30.06134969,16.56441718,46.01226994,7.36196319,23.31288344,32.51533742,42.94478528,1.226993865,-5.521472393,-15.95092025,-19.63190184,TUN
Tunisia,Employment,Working full or part time (include self-employed),2011,274,74.08759124,9.854014599,12.77372263,3.284671533,54.37956204,14.96350365,27.73722628,2.919708029,57.66423358,27.00729927,14.96350365,0.364963504,61.31386861,26.64233577,42.70072993,TUN
Tunisia,Employment,Working full or part time (include self-employed),2013,332,39.45783133,9.337349398,46.08433735,5.120481928,30.42168675,10.84337349,55.12048193,3.614457831,29.51807229,24.39759036,44.87951807,1.204819277,-6.626506024,-24.69879518,-15.36144578,TUN
Turkey,Employment,"Not working (student, housewife)",2011,377,40.58355438,20.42440318,25.72944297,13.26259947,25.72944297,38.46153846,28.91246684,6.896551724,41.64456233,39.52254642,17.77188329,1.061007958,14.85411141,-3.183023873,23.87267905,TUR
Turkey,Employment,"Not working (student, housewife)",2013,68,47.05882353,13.23529412,35.29411765,4.411764706,25,23.52941176,48.52941176,2.941176471,41.17647059,36.76470588,19.11764706,2.941176471,11.76470588,-23.52941176,22.05882353,TUR
Turkey,Employment,"Not working (student, housewife)",2016,411,36.49635036,20.4379562,37.22627737,5.839416058,19.7080292,28.22384428,46.47201946,5.596107056,46.71532847,38.44282238,14.35523114,0.486618005,-0.729927007,-26.76399027,32.36009732,TUR
Turkey,Employment,Retired/Disabled,2011,153,23.52941176,36.60130719,30.71895425,9.150326797,17.64705882,54.90196078,24.18300654,3.267973856,37.90849673,39.21568627,21.56862745,1.307189542,-7.189542484,-6.535947712,16.33986928,TUR
Turkey,Employment,Retired/Disabled,2013,411,47.68856448,16.78832117,29.9270073,5.596107056,22.14111922,29.6836983,44.28223844,3.892944039,58.39416058,29.9270073,10.94890511,0.729927007,17.76155718,-22.14111922,47.44525547,TUR
Turkey,Employment,Retired/Disabled,2016,115,29.56521739,20.86956522,43.47826087,6.086956522,21.73913043,19.13043478,55.65217391,3.47826087,44.34782609,34.7826087,20.86956522,0,-13.91304348,-33.91304348,23.47826087,TUR
Turkey,Employment,Unemployed,2011,53,30.18867925,28.30188679,22.64150943,18.86792453,22.64150943,47.16981132,22.64150943,7.547169811,33.96226415,35.8490566,28.30188679,1.886792453,7.547169811,0,5.660377358,TUR
Turkey,Employment,Working full or part time (include self-employed),2011,448,43.08035714,26.78571429,21.65178571,8.482142857,23.88392857,49.33035714,21.42857143,5.357142857,48.66071429,33.92857143,16.29464286,1.116071429,21.42857143,2.455357143,32.36607143,TUR
Turkey,Employment,Working full or part time (include self-employed),2013,578,41.00346021,20.24221453,32.69896194,6.055363322,24.91349481,26.98961938,44.80968858,3.287197232,48.44290657,34.77508651,15.91695502,0.865051903,8.30449827,-19.89619377,32.52595156,TUR
Turkey,Employment,Working full or part time (include self-employed),2016,487,38.80903491,14.37371663,39.83572895,6.981519507,26.28336756,20.5338809,50.92402464,2.258726899,46.40657084,36.3449692,17.04312115,0.205338809,-1.026694045,-24.64065708,29.36344969,TUR
Ukraine,Employment,"Not working (student, housewife)",2011,130,19.23076923,19.23076923,45.38461538,16.15384615,9.230769231,25.38461538,51.53846154,13.84615385,59.23076923,30.76923077,8.461538462,1.538461538,-26.15384615,-42.30769231,50.76923077,UKR
Ukraine,Employment,"Not working (student, housewife)",2013,180,28.88888889,36.11111111,23.88888889,11.11111111,21.11111111,32.77777778,42.77777778,3.333333333,38.33333333,44.44444444,14.44444444,2.777777778,5,-21.66666667,23.88888889,UKR
Ukraine,Employment,"Not working (student, housewife)",2016,127,42.51968504,22.83464567,34.64566929,0,17.32283465,20.47244094,62.20472441,0,53.54330709,37.79527559,7.086614173,1.57480315,7.874015748,-44.88188976,46.45669291,UKR
Ukraine,Employment,NR,2013,41,39.02439024,29.26829268,19.51219512,12.19512195,14.63414634,34.14634146,46.34146341,4.87804878,34.14634146,48.7804878,12.19512195,4.87804878,19.51219512,-31.70731707,21.95121951,UKR
Ukraine,Employment,NR,2016,10,20,10,70,0,0,40,60,0,50,30,20,0,-50,-60,30,UKR
Ukraine,Employment,Retired/Disabled,2011,393,11.45038168,24.93638677,45.80152672,17.81170483,4.580152672,26.71755725,52.92620865,15.77608142,30.02544529,40.45801527,23.40966921,6.106870229,-34.35114504,-48.34605598,6.615776081,UKR
Ukraine,Employment,Retired/Disabled,2013,35,25.71428571,25.71428571,42.85714286,5.714285714,14.28571429,20,62.85714286,2.857142857,25.71428571,57.14285714,14.28571429,2.857142857,-17.14285714,-48.57142857,11.42857143,UKR
Ukraine,Employment,Retired/Disabled,2016,28,39.28571429,32.14285714,28.57142857,0,3.571428571,14.28571429,78.57142857,3.571428571,25,64.28571429,7.142857143,3.571428571,10.71428571,-75,17.85714286,UKR
Ukraine,Employment,Unemployed,2011,75,9.333333333,18.66666667,62.66666667,9.333333333,4,22.66666667,60,13.33333333,33.33333333,42.66666667,17.33333333,6.666666667,-53.33333333,-56,16,UKR
Ukraine,Employment,Unemployed,2013,178,33.70786517,30.8988764,26.96629213,8.426966292,17.41573034,30.8988764,46.62921348,5.056179775,34.83146067,53.93258427,7.303370787,3.93258427,6.741573034,-29.21348315,27.52808989,UKR
Ukraine,Employment,Unemployed,2016,62,37.09677419,20.96774194,40.32258065,1.612903226,16.12903226,17.74193548,64.51612903,1.612903226,43.5483871,48.38709677,6.451612903,1.612903226,-3.225806452,-48.38709677,37.09677419,UKR
Ukraine,Employment,Working full or part time (include self-employed),2011,415,17.34939759,23.37349398,44.09638554,15.18072289,6.746987952,23.13253012,57.10843373,13.01204819,48.43373494,37.10843373,7.469879518,6.987951807,-26.74698795,-50.36144578,40.96385542,UKR
Ukraine,Employment,Working full or part time (include self-employed),2013,566,36.39575972,31.09540636,24.38162544,8.127208481,17.31448763,35.1590106,40.98939929,6.537102473,37.63250883,52.29681979,6.537102473,3.533568905,12.01413428,-23.67491166,31.09540636,UKR
Ukraine,Employment,Working full or part time (include self-employed),2016,273,38.0952381,29.3040293,31.5018315,1.098901099,13.91941392,27.83882784,57.50915751,0.732600733,54.57875458,41.39194139,2.93040293,1.098901099,6.593406593,-43.58974359,51.64835165,UKR
United Kingdom,Employment,"Not working (student, housewife)",2013,124,37.09677419,28.22580645,27.41935484,7.258064516,13.70967742,44.35483871,37.90322581,4.032258065,50,27.41935484,21.77419355,0.806451613,9.677419355,-24.19354839,28.22580645,GBR
United Kingdom,Employment,"Not working (student, housewife)",2016,134,40.29850746,22.3880597,23.88059701,13.43283582,14.92537313,23.88059701,47.76119403,13.43283582,48.50746269,27.6119403,21.64179104,2.23880597,16.41791045,-32.8358209,26.86567164,GBR
United Kingdom,Employment,NR,2016,8,0,37.5,62.5,0,12.5,25,62.5,0,37.5,37.5,25,0,-62.5,-50,12.5,GBR
United Kingdom,Employment,Retired/Disabled,2013,212,22.16981132,46.69811321,23.58490566,7.547169811,13.20754717,47.64150943,35.37735849,3.773584906,53.77358491,30.18867925,15.56603774,0.471698113,-1.41509434,-22.16981132,38.20754717,GBR
United Kingdom,Employment,Retired/Disabled,2016,243,20.98765432,41.56378601,33.33333333,4.115226337,14.40329218,23.86831276,56.37860082,5.349794239,69.13580247,22.63374486,7.818930041,0.411522634,-12.34567901,-41.97530864,61.31687243,GBR
United Kingdom,Employment,Unemployed,2013,126,29.36507937,40.47619048,25.3968254,4.761904762,15.07936508,45.23809524,37.3015873,2.380952381,51.58730159,31.74603175,15.87301587,0.793650794,3.968253968,-22.22222222,35.71428571,GBR
United Kingdom,Employment,Unemployed,2016,138,28.98550725,33.33333333,28.26086957,9.420289855,13.76811594,28.98550725,50.72463768,6.52173913,63.04347826,27.53623188,9.420289855,0,0.724637681,-36.95652174,53.62318841,GBR
United Kingdom,Employment,Working full or part time (include self-employed),2013,538,43.49442379,36.80297398,16.17100372,3.531598513,19.51672862,49.62825279,28.0669145,2.788104089,56.3197026,28.99628253,13.94052045,0.743494424,27.32342007,-8.550185874,42.37918216,GBR
United Kingdom,Employment,Working full or part time (include self-employed),2016,481,38.25363825,27.85862786,28.27442827,5.613305613,14.76091476,27.85862786,54.05405405,3.326403326,58.41995842,28.8981289,12.47401247,0.207900208,9.979209979,-39.29313929,45.94594595,GBR
United States,Employment,"Not working (student, housewife)",2011,177,33.89830508,31.63841808,26.55367232,7.90960452,15.81920904,34.46327684,44.06779661,5.649717514,48.02259887,28.24858757,21.46892655,2.259887006,7.344632768,-28.24858757,26.55367232,USA
United States,Employment,"Not working (student, housewife)",2013,239,32.63598326,29.70711297,30.54393305,7.112970711,14.64435146,28.87029289,50.62761506,5.857740586,45.60669456,32.21757322,19.24686192,2.928870293,2.092050209,-35.9832636,26.35983264,USA
United States,Employment,"Not working (student, housewife)",2016,189,29.1005291,27.51322751,27.51322751,15.87301587,19.04761905,32.27513228,29.62962963,19.04761905,51.32275132,31.74603175,15.87301587,1.058201058,1.587301587,-10.58201058,35.44973545,USA
United States,Employment,NR,2011,8,25,0,37.5,37.5,12.5,12.5,25,50,25,12.5,12.5,50,-12.5,-12.5,12.5,USA
United States,Employment,NR,2013,15,33.33333333,13.33333333,6.666666667,46.66666667,20,13.33333333,20,46.66666667,26.66666667,33.33333333,20,20,26.66666667,0,6.666666667,USA
United States,Employment,NR,2016,7,42.85714286,14.28571429,28.57142857,14.28571429,57.14285714,14.28571429,0,28.57142857,28.57142857,42.85714286,0,28.57142857,14.28571429,57.14285714,28.57142857,USA
United States,Employment,Retired/Disabled,2011,159,25.1572327,35.8490566,35.22012579,3.773584906,11.32075472,32.0754717,50.94339623,5.660377358,54.08805031,29.55974843,15.72327044,0.628930818,-10.06289308,-39.62264151,38.36477987,USA
United States,Employment,Retired/Disabled,2013,218,24.31192661,30.27522936,37.1559633,8.256880734,13.30275229,32.11009174,49.5412844,5.04587156,56.42201835,26.14678899,15.59633028,1.834862385,-12.8440367,-36.23853211,40.82568807,USA
United States,Employment,Retired/Disabled,2016,241,21.99170124,30.70539419,29.04564315,18.25726141,14.93775934,34.02489627,34.02489627,17.01244813,63.07053942,19.50207469,16.18257261,1.244813278,-7.053941909,-19.08713693,46.8879668,USA
United States,Employment,Unemployed,2011,116,25,23.27586207,38.79310345,12.93103448,13.79310345,29.31034483,47.4137931,9.482758621,32.75862069,29.31034483,34.48275862,3.448275862,-13.79310345,-33.62068966,-1.724137931,USA
United States,Employment,Unemployed,2013,136,34.55882353,22.79411765,33.08823529,9.558823529,19.11764706,22.05882353,51.47058824,7.352941176,52.20588235,29.41176471,15.44117647,2.941176471,1.470588235,-32.35294118,36.76470588,USA
United States,Employment,Unemployed,2016,123,30.89430894,24.3902439,29.26829268,15.44715447,23.57723577,32.5203252,33.33333333,10.56910569,56.91056911,28.45528455,14.63414634,0,1.62601626,-9.756097561,42.27642276,USA
United States,Employment,Working full or part time (include self-employed),2011,542,39.11439114,32.47232472,24.72324723,3.6900369,23.06273063,33.02583026,40.77490775,3.136531365,54.42804428,24.90774908,19.74169742,0.922509225,14.39114391,-17.71217712,34.68634686,USA
United States,Employment,Working full or part time (include self-employed),2013,392,42.60204082,26.02040816,25,6.37755102,24.74489796,33.16326531,38.26530612,3.826530612,62.75510204,23.97959184,12.5,0.765306122,17.60204082,-13.52040816,50.25510204,USA
United States,Employment,Working full or part time (include self-employed),2016,441,43.08390023,25.17006803,22.67573696,9.070294785,33.78684807,29.47845805,27.43764172,9.297052154,68.02721088,20.1814059,11.56462585,0.22675737,20.40816327,6.349206349,56.46258503,USA
Uzbekistan,Employment,"Not working (student, housewife)",2011,72,66.66666667,26.38888889,2.777777778,4.166666667,52.77777778,36.11111111,4.166666667,6.944444444,63.88888889,20.83333333,0,15.27777778,63.88888889,48.61111111,63.88888889,UZB
Uzbekistan,Employment,Retired/Disabled,2011,50,58,34,6,2,44,42,8,6,62,26,2,10,52,36,60,UZB
Uzbekistan,Employment,Unemployed,2011,37,51.35135135,32.43243243,13.51351351,2.702702703,45.94594595,29.72972973,16.21621622,8.108108108,51.35135135,37.83783784,2.702702703,8.108108108,37.83783784,29.72972973,48.64864865,UZB
Uzbekistan,Employment,Working full or part time (include self-employed),2011,341,72.14076246,19.64809384,5.571847507,2.639296188,56.01173021,33.72434018,8.211143695,2.052785924,66.56891496,24.63343109,3.519061584,5.278592375,66.56891496,47.80058651,63.04985337,UZB
Vietnam,Employment,"Not working (student, housewife)",2011,103,64.0776699,21.3592233,13.59223301,0.970873786,59.22330097,15.53398058,24.27184466,0.970873786,52.42718447,32.03883495,15.53398058,0,50.48543689,34.95145631,36.89320388,VNM
Vietnam,Employment,"Not working (student, housewife)",2013,97,54.63917526,21.64948454,22.68041237,1.030927835,45.36082474,23.71134021,29.89690722,1.030927835,36.08247423,19.58762887,42.26804124,2.06185567,31.95876289,15.46391753,-6.18556701,VNM
Vietnam,Employment,"Not working (student, housewife)",2016,150,55.33333333,31.33333333,9.333333333,4,58,28.66666667,10,3.333333333,81.33333333,18,0.666666667,0,46,48,80.66666667,VNM
Vietnam,Employment,NR,2013,3,33.33333333,66.66666667,0,0,0,33.33333333,66.66666667,0,0,33.33333333,66.66666667,0,33.33333333,-66.66666667,-66.66666667,VNM
Vietnam,Employment,NR,2016,3,33.33333333,33.33333333,33.33333333,0,33.33333333,33.33333333,33.33333333,0,66.66666667,33.33333333,0,0,0,0,66.66666667,VNM
Vietnam,Employment,Retired/Disabled,2011,24,41.66666667,29.16666667,29.16666667,0,33.33333333,33.33333333,33.33333333,0,37.5,45.83333333,16.66666667,0,12.5,0,20.83333333,VNM
Vietnam,Employment,Retired/Disabled,2013,27,40.74074074,22.22222222,37.03703704,0,40.74074074,11.11111111,48.14814815,0,51.85185185,18.51851852,25.92592593,3.703703704,3.703703704,-7.407407407,25.92592593,VNM
Vietnam,Employment,Retired/Disabled,2016,34,64.70588235,20.58823529,11.76470588,2.941176471,58.82352941,29.41176471,11.76470588,0,61.76470588,35.29411765,2.941176471,0,52.94117647,47.05882353,58.82352941,VNM
Vietnam,Employment,Unemployed,2011,17,58.82352941,29.41176471,11.76470588,0,47.05882353,11.76470588,41.17647059,0,52.94117647,29.41176471,17.64705882,0,47.05882353,5.882352941,35.29411765,VNM
Vietnam,Employment,Unemployed,2013,75,56,24,20,0,38.66666667,28,32,1.333333333,32,38.66666667,28,1.333333333,36,6.666666667,4,VNM
Vietnam,Employment,Unemployed,2016,73,67.12328767,17.80821918,13.69863014,1.369863014,65.75342466,19.17808219,12.32876712,2.739726027,82.19178082,17.80821918,0,0,53.42465753,53.42465753,82.19178082,VNM
Vietnam,Employment,Working full or part time (include self-employed),2011,356,62.92134831,20.50561798,14.3258427,2.247191011,57.86516854,21.06741573,19.94382022,1.123595506,50,28.37078652,21.62921348,0,48.59550562,37.92134831,28.37078652,VNM
Vietnam,Employment,Working full or part time (include self-employed),2013,298,50.33557047,28.8590604,19.46308725,1.342281879,36.91275168,27.85234899,34.89932886,0.33557047,44.29530201,24.16107383,31.20805369,0.33557047,30.87248322,2.013422819,13.08724832,VNM
Vietnam,Employment,Working full or part time (include self-employed),2016,440,59.31818182,25.45454545,12.5,2.727272727,58.63636364,25.90909091,13.18181818,2.272727273,78.86363636,20.68181818,0.454545455,0,46.81818182,45.45454545,78.40909091,VNM
Afghanistan,Religion,Muslim,2011,1031,54.89815713,23.86032978,17.16779825,4.07371484,40.64015519,30.16488846,23.66634336,5.528612997,53.34626576,29.19495635,16.58583899,0.872938894,37.73035887,16.97381183,36.76042677,AFG
Afghanistan,Religion,Muslim,2013,2780,50.71942446,21.90647482,24.13669065,3.237410072,36.00719424,22.58992806,38.41726619,2.985611511,57.6618705,19.89208633,21.76258993,0.683453237,26.58273381,-2.410071942,35.89928058,AFG
Afghanistan,Religion,Muslim,2016,2787,35.91675637,27.05418012,34.76856835,2.260495156,26.73125224,22.35378543,49.15679943,1.758162899,48.54682454,34.30211697,16.72048798,0.430570506,1.148188016,-22.42554718,31.82633656,AFG
Albania,Religion,Refuse/NA,2016,1035,51.40096618,33.91304348,12.36714976,2.31884058,40.38647343,33.04347826,24.83091787,1.739130435,50.43478261,32.56038647,16.1352657,0.869565217,39.03381643,15.55555556,34.29951691,ALB
Algeria,Religion,Hindu,2013,1,100,0,0,0,100,0,0,0,100,0,0,0,100,100,100,DZA
Algeria,Religion,Muslim,2013,996,59.93975904,12.65060241,12.5502008,14.85943775,49.59839357,13.65461847,23.19277108,13.55421687,52.91164659,36.94779116,9.738955823,0.401606426,47.38955823,26.40562249,43.17269076,DZA
Algeria,Religion,Refuse/NA,2013,3,33.33333333,33.33333333,33.33333333,0,33.33333333,0,66.66666667,0,33.33333333,33.33333333,33.33333333,0,0,-33.33333333,0,DZA
Argentina,Religion,Buddhist,2011,7,85.71428571,0,14.28571429,0,28.57142857,28.57142857,28.57142857,14.28571429,71.42857143,0,28.57142857,0,71.42857143,0,42.85714286,ARG
Argentina,Religion,Buddhist,2013,2,50,0,50,0,0,50,50,0,50,50,0,0,0,-50,50,ARG
Argentina,Religion,Buddhist,2016,2,50,50,0,0,0,100,0,0,50,50,0,0,50,0,50,ARG
Argentina,Religion,Hindu,2013,1,100,0,0,0,100,0,0,0,100,0,0,0,100,100,100,ARG
Argentina,Religion,Hindu,2016,2,50,0,50,0,0,0,100,0,100,0,0,0,0,-100,100,ARG
Argentina,Religion,Jewish,2011,9,66.66666667,11.11111111,22.22222222,0,55.55555556,0,44.44444444,0,77.77777778,22.22222222,0,0,44.44444444,11.11111111,77.77777778,ARG
Argentina,Religion,Jewish,2013,6,66.66666667,16.66666667,16.66666667,0,33.33333333,33.33333333,33.33333333,0,83.33333333,16.66666667,0,0,50,0,83.33333333,ARG
Argentina,Religion,Jewish,2016,46,41.30434783,23.91304348,26.08695652,8.695652174,32.60869565,26.08695652,30.43478261,10.86956522,67.39130435,28.26086957,4.347826087,0,15.2173913,2.173913043,63.04347826,ARG
Argentina,Religion,Muslim,2011,1,0,100,0,0,0,100,0,0,0,100,0,0,0,0,0,ARG
Argentina,Religion,Nothing,2011,166,56.62650602,24.69879518,13.85542169,4.819277108,38.55421687,28.91566265,28.31325301,4.21686747,74.69879518,22.28915663,2.409638554,0.602409639,42.77108434,10.24096386,72.28915663,ARG
Argentina,Religion,Nothing,2013,162,35.18518519,40.74074074,21.60493827,2.469135802,27.77777778,38.88888889,29.62962963,3.703703704,72.22222222,22.22222222,4.938271605,0.617283951,13.58024691,-1.851851852,67.28395062,ARG
Argentina,Religion,Nothing,2016,78,37.17948718,28.20512821,28.20512821,6.41025641,26.92307692,25.64102564,46.15384615,1.282051282,71.79487179,25.64102564,2.564102564,0,8.974358974,-19.23076923,69.23076923,ARG
Argentina,Religion,Other,2011,29,65.51724138,24.13793103,6.896551724,3.448275862,41.37931034,17.24137931,41.37931034,0,79.31034483,17.24137931,3.448275862,0,58.62068966,0,75.86206897,ARG
Argentina,Religion,Other,2013,24,45.83333333,29.16666667,25,0,16.66666667,58.33333333,20.83333333,4.166666667,83.33333333,16.66666667,0,0,20.83333333,-4.166666667,83.33333333,ARG
Argentina,Religion,Other,2016,66,27.27272727,37.87878788,30.3030303,4.545454545,31.81818182,31.81818182,27.27272727,9.090909091,75.75757576,16.66666667,7.575757576,0,-3.03030303,4.545454545,68.18181818,ARG
Argentina,Religion,Other Christian,2011,82,60.97560976,21.95121951,12.19512195,4.87804878,40.24390244,26.82926829,31.70731707,1.219512195,65.85365854,29.26829268,4.87804878,0,48.7804878,8.536585366,60.97560976,ARG
Argentina,Religion,Other Christian,2013,69,39.13043478,37.68115942,14.49275362,8.695652174,24.63768116,49.27536232,21.73913043,4.347826087,78.26086957,18.84057971,1.449275362,1.449275362,24.63768116,2.898550725,76.8115942,ARG
Argentina,Religion,Other Christian,2016,87,42.52873563,27.5862069,25.28735632,4.597701149,32.18390805,22.98850575,37.93103448,6.896551724,72.4137931,19.54022989,8.045977011,0,17.24137931,-5.747126437,64.36781609,ARG
Argentina,Religion,Protestant,2011,22,63.63636364,13.63636364,18.18181818,4.545454545,40.90909091,22.72727273,36.36363636,0,63.63636364,27.27272727,9.090909091,0,45.45454545,4.545454545,54.54545455,ARG
Argentina,Religion,Protestant,2013,11,18.18181818,45.45454545,36.36363636,0,9.090909091,63.63636364,27.27272727,0,81.81818182,9.090909091,9.090909091,0,-18.18181818,-18.18181818,72.72727273,ARG
Argentina,Religion,Protestant,2016,2,50,50,0,0,100,0,0,0,100,0,0,0,50,100,100,ARG
Argentina,Religion,Refuse/NA,2011,35,51.42857143,25.71428571,14.28571429,8.571428571,34.28571429,28.57142857,31.42857143,5.714285714,57.14285714,37.14285714,5.714285714,0,37.14285714,2.857142857,51.42857143,ARG
Argentina,Religion,Refuse/NA,2013,24,33.33333333,37.5,16.66666667,12.5,12.5,45.83333333,33.33333333,8.333333333,66.66666667,20.83333333,4.166666667,8.333333333,16.66666667,-20.83333333,62.5,ARG
Argentina,Religion,Refuse/NA,2016,36,30.55555556,16.66666667,38.88888889,13.88888889,27.77777778,25,41.66666667,5.555555556,58.33333333,27.77777778,8.333333333,5.555555556,-8.333333333,-13.88888889,50,ARG
Argentina,Religion,Roman Catholic,2011,648,54.16666667,24.84567901,17.4382716,3.549382716,31.63580247,32.5617284,33.33333333,2.469135802,64.81481481,28.54938272,6.172839506,0.462962963,36.72839506,-1.697530864,58.64197531,ARG
Argentina,Religion,Roman Catholic,2013,690,32.46376812,45.36231884,17.24637681,4.927536232,23.76811594,43.76811594,26.52173913,5.942028986,76.95652174,18.26086957,3.043478261,1.739130435,15.2173913,-2.753623188,73.91304348,ARG
Argentina,Religion,Roman Catholic,2016,654,47.09480122,23.54740061,22.32415902,7.033639144,38.22629969,23.24159021,31.65137615,6.880733945,79.66360856,15.74923547,4.281345566,0.305810398,24.7706422,6.574923547,75.382263,ARG
Argentina,Religion,Russian or Eastern Orthodox,2011,3,100,0,0,0,33.33333333,0,66.66666667,0,33.33333333,33.33333333,33.33333333,0,100,-33.33333333,0,ARG
Argentina,Religion,Russian or Eastern Orthodox,2013,2,0,0,50,50,0,0,100,0,0,50,50,0,-50,-100,-50,ARG
Argentina,Religion,Russian or Eastern Orthodox,2016,5,40,40,20,0,80,0,20,0,100,0,0,0,20,60,100,ARG
Armenia,Religion,Muslim,2016,1,0,0,100,0,100,0,0,0,0,100,0,0,-100,100,0,ARM
Armenia,Religion,Nothing,2011,3,0,0,33.33333333,66.66666667,33.33333333,33.33333333,33.33333333,0,100,0,0,0,-33.33333333,0,100,ARM
Armenia,Religion,Nothing,2013,1046,41.96940727,18.06883365,30.01912046,9.942638623,40.15296367,17.39961759,33.36520076,9.082217973,56.8833652,35.37284895,5.544933078,2.198852772,11.95028681,6.787762906,51.33843212,ARM
Armenia,Religion,Nothing,2016,26,23.07692308,53.84615385,11.53846154,11.53846154,34.61538462,23.07692308,30.76923077,11.53846154,76.92307692,23.07692308,0,0,11.53846154,3.846153846,76.92307692,ARM
Armenia,Religion,Other,2011,14,14.28571429,50,28.57142857,7.142857143,7.142857143,35.71428571,42.85714286,14.28571429,57.14285714,28.57142857,14.28571429,0,-14.28571429,-35.71428571,42.85714286,ARM
